-----Attacking Parameters:-----
Test folder:     /home/jonah/neuralnets/GTSRB_resnet/Test

Model Confidence in true class 17:     95.115036%
Model prediction was class     17 with 95.115036% confidence

Model Confidence in true class 17:     94.780898%
Model prediction was class     17 with 94.780898% confidence

Model Confidence in true class 17:     94.780898%
Model prediction was class     17 with 94.780898% confidence

Model Confidence in true class 17:     94.780898%
Model prediction was class     17 with 94.780898% confidence

Model Confidence in true class 17:     94.780898%
Model prediction was class     17 with 94.780898% confidence

Model Confidence in true class 17:     92.115331%
Model prediction was class     17 with 92.115331% confidence

Model Confidence in true class 17:     82.977903%
Model prediction was class     17 with 82.977903% confidence

Model Confidence in true class 17:     71.894383%
Model prediction was class     17 with 71.894383% confidence

Model Confidence in true class 17:     57.630545%
Model prediction was class     17 with 57.630545% confidence

Reached max iterations, attack unsuccessful on image 01295.png

---------------Testing image 11554.png---------------
Prior Model Confidence in true class 17:     99.868339% (before attack)
Prior Model prediction was class     17 with 99.868339% confidence (before attack)

Model Confidence in true class 17:     99.266821%
Model prediction was class     17 with 99.266821% confidence

Model Confidence in true class 17:     99.266821%
Model prediction was class     17 with 99.266821% confidence

Model Confidence in true class 17:     98.837644%
Model prediction was class     17 with 98.837644% confidence

Model Confidence in true class 17:     98.837644%
Model prediction was class     17 with 98.837644% confidence

Model Confidence in true class 17:     98.837644%
Model prediction was class     17 with 98.837644% confidence

Model Confidence in true class 17:     98.837644%
Model prediction was class     17 with 98.837644% confidence

Model Confidence in true class 17:     98.837644%
Model prediction was class     17 with 98.837644% confidence

Model Confidence in true class 17:     98.837644%
Model prediction was class     17 with 98.837644% confidence

Model Confidence in true class 17:     98.837644%
Model prediction was class     17 with 98.837644% confidence

Model Confidence in true class 17:     98.837644%
Model prediction was class     17 with 98.837644% confidence

Model Confidence in true class 17:     98.837644%
Model prediction was class     17 with 98.837644% confidence

Model Confidence in true class 17:     98.837644%
Model prediction was class     17 with 98.837644% confidence

Model Confidence in true class 17:     98.837644%
Model prediction was class     17 with 98.837644% confidence

Model Confidence in true class 17:     98.837644%
Model prediction was class     17 with 98.837644% confidence

Model Confidence in true class 17:     98.600799%
Model prediction was class     17 with 98.600799% confidence

Model Confidence in true class 17:     98.600799%
Model prediction was class     17 with 98.600799% confidence

Model Confidence in true class 17:     98.600799%
Model prediction was class     17 with 98.600799% confidence

Model Confidence in true class 17:     98.600799%
Model prediction was class     17 with 98.600799% confidence

Model Confidence in true class 17:     98.600799%
Model prediction was class     17 with 98.600799% confidence

Model Confidence in true class 17:     98.557740%
Model prediction was class     17 with 98.557740% confidence

Reached max iterations, attack unsuccessful on image 11554.png

---------------Testing image 09819.png---------------
Prior Model Confidence in true class 13:     99.724174% (before attack)
Prior Model prediction was class     13 with 99.724174% confidence (before attack)

Model Confidence in true class 13:     99.522382%
Model prediction was class     13 with 99.522382% confidence

Model Confidence in true class 13:     99.444890%
Model prediction was class     13 with 99.444890% confidence

Model Confidence in true class 13:     99.444890%
Model prediction was class     13 with 99.444890% confidence

Model Confidence in true class 13:     99.424160%
Model prediction was class     13 with 99.424160% confidence

Model Confidence in true class 13:     99.424160%
Model prediction was class     13 with 99.424160% confidence

Model Confidence in true class 13:     99.424160%
Model prediction was class     13 with 99.424160% confidence

Model Confidence in true class 13:     99.424160%
Model prediction was class     13 with 99.424160% confidence

Model Confidence in true class 13:     99.398166%
Model prediction was class     13 with 99.398166% confidence

Model Confidence in true class 13:     99.324399%
Model prediction was class     13 with 99.324399% confidence

Model Confidence in true class 13:     99.324399%
Model prediction was class     13 with 99.324399% confidence

Model Confidence in true class 13:     99.324399%
Model prediction was class     13 with 99.324399% confidence

Model Confidence in true class 13:     99.324399%
Model prediction was class     13 with 99.324399% confidence

Model Confidence in true class 13:     99.324399%
Model prediction was class     13 with 99.324399% confidence

Model Confidence in true class 13:     99.324399%
Model prediction was class     13 with 99.324399% confidence

Model Confidence in true class 13:     99.324399%
Model prediction was class     13 with 99.324399% confidence

Model Confidence in true class 13:     99.324399%
Model prediction was class     13 with 99.324399% confidence

Model Confidence in true class 13:     99.324399%
Model prediction was class     13 with 99.324399% confidence

Model Confidence in true class 13:     99.324399%
Model prediction was class     13 with 99.324399% confidence

Model Confidence in true class 13:     99.324399%
Model prediction was class     13 with 99.324399% confidence

Model Confidence in true class 13:     99.314815%
Model prediction was class     13 with 99.314815% confidence

Reached max iterations, attack unsuccessful on image 09819.png

---------------Testing image 06971.png---------------
Prior Model Confidence in true class 38:     99.284744% (before attack)
Prior Model prediction was class     38 with 99.284744% confidence (before attack)

Model Confidence in true class 38:     95.559907%
Model prediction was class     38 with 95.559907% confidence

Model Confidence in true class 38:     95.559907%
Model prediction was class     38 with 95.559907% confidence

Model Confidence in true class 38:     95.279747%
Model prediction was class     38 with 95.279747% confidence

Model Confidence in true class 38:     90.376884%
Model prediction was class     38 with 90.376884% confidence

Model Confidence in true class 38:     90.376884%
Model prediction was class     38 with 90.376884% confidence

Model Confidence in true class 38:     90.376884%
Model prediction was class     38 with 90.376884% confidence

Model Confidence in true class 38:     90.376884%
Model prediction was class     38 with 90.376884% confidence

Model Confidence in true class 38:     90.376884%
Model prediction was class     38 with 90.376884% confidence

Model Confidence in true class 38:     90.376884%
Model prediction was class     38 with 90.376884% confidence

Model Confidence in true class 38:     90.376884%
Model prediction was class     38 with 90.376884% confidence

Model Confidence in true class 38:     90.376884%
Model prediction was class     38 with 90.376884% confidence

Model Confidence in true class 38:     90.376884%
Model prediction was class     38 with 90.376884% confidence

Model Confidence in true class 38:     90.376884%
Model prediction was class     38 with 90.376884% confidence

Model Confidence in true class 38:     90.376884%
Model prediction was class     38 with 90.376884% confidence

Model Confidence in true class 38:     90.376884%
Model prediction was class     38 with 90.376884% confidence

Model Confidence in true class 38:     90.376884%
Model prediction was class     38 with 90.376884% confidence

Model Confidence in true class 38:     85.260963%
Model prediction was class     38 with 85.260963% confidence

Model Confidence in true class 38:     85.260963%
Model prediction was class     38 with 85.260963% confidence

Model Confidence in true class 38:     85.260963%
Model prediction was class     38 with 85.260963% confidence

Model Confidence in true class 38:     85.260963%
Model prediction was class     38 with 85.260963% confidence

Reached max iterations, attack unsuccessful on image 06971.png

---------------Testing image 10375.png---------------
Prior Model Confidence in true class 17:     99.598902% (before attack)
Prior Model prediction was class     17 with 99.598902% confidence (before attack)

Model Confidence in true class 17:     98.553550%
Model prediction was class     17 with 98.553550% confidence

Model Confidence in true class 17:     98.553550%
Model prediction was class     17 with 98.553550% confidence

Model Confidence in true class 17:     98.553550%
Model prediction was class     17 with 98.553550% confidence

Model Confidence in true class 17:     98.553550%
Model prediction was class     17 with 98.553550% confidence

Model Confidence in true class 17:     98.553550%
Model prediction was class     17 with 98.553550% confidence

Model Confidence in true class 17:     98.385042%
Model prediction was class     17 with 98.385042% confidence

Model Confidence in true class 17:     97.993267%
Model prediction was class     17 with 97.993267% confidence

Model Confidence in true class 17:     97.993267%
Model prediction was class     17 with 97.993267% confidence

Model Confidence in true class 17:     97.993267%
Model prediction was class     17 with 97.993267% confidence

Model Confidence in true class 17:     97.993267%
Model prediction was class     17 with 97.993267% confidence

Model Confidence in true class 17:     97.950691%
Model prediction was class     17 with 97.950691% confidence

Model Confidence in true class 17:     97.950691%
Model prediction was class     17 with 97.950691% confidence

Model Confidence in true class 17:     97.950691%
Model prediction was class     17 with 97.950691% confidence

Model Confidence in true class 17:     97.729433%
Model prediction was class     17 with 97.729433% confidence

Model Confidence in true class 17:     97.729433%
Model prediction was class     17 with 97.729433% confidence

Model Confidence in true class 17:     97.729433%
Model prediction was class     17 with 97.729433% confidence

Model Confidence in true class 17:     97.233057%
Model prediction was class     17 with 97.233057% confidence

Model Confidence in true class 17:     96.770871%
Model prediction was class     17 with 96.770871% confidence

Model Confidence in true class 17:     96.770871%
Model prediction was class     17 with 96.770871% confidence

Model Confidence in true class 17:     96.770871%
Model prediction was class     17 with 96.770871% confidence

Reached max iterations, attack unsuccessful on image 10375.png

---------------Testing image 04959.png---------------
Prior Model Confidence in true class 2:     99.763775% (before attack)
Prior Model prediction was class     2 with 99.763775% confidence (before attack)

Model Confidence in true class 2:     95.763534%
Model prediction was class     2 with 95.763534% confidence

Model Confidence in true class 2:     83.320838%
Model prediction was class     2 with 83.320838% confidence

Model Confidence in true class 2:     83.320838%
Model prediction was class     2 with 83.320838% confidence

Model Confidence in true class 2:     83.320838%
Model prediction was class     2 with 83.320838% confidence

Model Confidence in true class 2:     83.091885%
Model prediction was class     2 with 83.091885% confidence

Model Confidence in true class 2:     83.091885%
Model prediction was class     2 with 83.091885% confidence

Model Confidence in true class 2:     83.091885%
Model prediction was class     2 with 83.091885% confidence

Model Confidence in true class 2:     83.091885%
Model prediction was class     2 with 83.091885% confidence

Model Confidence in true class 2:     83.091885%
Model prediction was class     2 with 83.091885% confidence

Model Confidence in true class 2:     83.091885%
Model prediction was class     2 with 83.091885% confidence

Model Confidence in true class 2:     77.281088%
Model prediction was class     2 with 77.281088% confidence

Model Confidence in true class 2:     77.281088%
Model prediction was class     2 with 77.281088% confidence

Model Confidence in true class 2:     72.251493%
Model prediction was class     2 with 72.251493% confidence

Model Confidence in true class 2:     68.144917%
Model prediction was class     2 with 68.144917% confidence

Model Confidence in true class 2:     49.855205%
Model prediction was class     2 with 49.855205% confidence

Model Confidence in true class 2:     49.855205%
Model prediction was class     2 with 49.855205% confidence

Model Confidence in true class 2:     49.855205%
Model prediction was class     2 with 49.855205% confidence

Model Confidence in true class 2:     49.855205%
Model prediction was class     2 with 49.855205% confidence

Model Confidence in true class 2:     41.041499%
Model prediction was class     5 with 50.849897% confidence

Success on image 04959.png

10 samples tested so far
---------------Testing image 12579.png---------------
Prior Model Confidence in true class 20:     95.716101% (before attack)
Prior Model prediction was class     20 with 95.716101% confidence (before attack)

Model Confidence in true class 20:     77.574831%
Model prediction was class     20 with 77.574831% confidence

Model Confidence in true class 20:     77.574831%
Model prediction was class     20 with 77.574831% confidence

Model Confidence in true class 20:     77.574831%
Model prediction was class     20 with 77.574831% confidence

Model Confidence in true class 20:     77.574831%
Model prediction was class     20 with 77.574831% confidence

Model Confidence in true class 20:     77.574831%
Model prediction was class     20 with 77.574831% confidence

Model Confidence in true class 20:     77.574831%
Model prediction was class     20 with 77.574831% confidence

Model Confidence in true class 20:     77.574831%
Model prediction was class     20 with 77.574831% confidence

Model Confidence in true class 20:     77.574831%
Model prediction was class     20 with 77.574831% confidence

Model Confidence in true class 20:     60.870337%
Model prediction was class     20 with 60.870337% confidence

Model Confidence in true class 20:     60.870337%
Model prediction was class     20 with 60.870337% confidence

Model Confidence in true class 20:     60.870337%
Model prediction was class     20 with 60.870337% confidence

Model Confidence in true class 20:     60.870337%
Model prediction was class     20 with 60.870337% confidence

Model Confidence in true class 20:     60.870337%
Model prediction was class     20 with 60.870337% confidence

Model Confidence in true class 20:     60.870337%
Model prediction was class     20 with 60.870337% confidence

Model Confidence in true class 20:     60.870337%
Model prediction was class     20 with 60.870337% confidence

Model Confidence in true class 20:     60.870337%
Model prediction was class     20 with 60.870337% confidence

Model Confidence in true class 20:     60.870337%
Model prediction was class     20 with 60.870337% confidence

Model Confidence in true class 20:     60.870337%
Model prediction was class     20 with 60.870337% confidence

Model Confidence in true class 20:     60.870337%
Model prediction was class     20 with 60.870337% confidence

Model Confidence in true class 20:     60.870337%
Model prediction was class     20 with 60.870337% confidence

Reached max iterations, attack unsuccessful on image 12579.png

---------------Testing image 07940.png---------------
Prior Model Confidence in true class 13:     99.945790% (before attack)
Prior Model prediction was class     13 with 99.945790% confidence (before attack)

Model Confidence in true class 13:     99.739093%
Model prediction was class     13 with 99.739093% confidence

Model Confidence in true class 13:     99.739093%
Model prediction was class     13 with 99.739093% confidence

Model Confidence in true class 13:     99.739093%
Model prediction was class     13 with 99.739093% confidence

Model Confidence in true class 13:     99.739093%
Model prediction was class     13 with 99.739093% confidence

Model Confidence in true class 13:     99.739093%
Model prediction was class     13 with 99.739093% confidence

Model Confidence in true class 13:     99.734592%
Model prediction was class     13 with 99.734592% confidence

Model Confidence in true class 13:     99.636310%
Model prediction was class     13 with 99.636310% confidence

Model Confidence in true class 13:     99.636310%
Model prediction was class     13 with 99.636310% confidence

Model Confidence in true class 13:     99.636310%
Model prediction was class     13 with 99.636310% confidence

Model Confidence in true class 13:     99.636310%
Model prediction was class     13 with 99.636310% confidence

Model Confidence in true class 13:     99.543685%
Model prediction was class     13 with 99.543685% confidence

Model Confidence in true class 13:     99.543685%
Model prediction was class     13 with 99.543685% confidence

Model Confidence in true class 13:     99.484140%
Model prediction was class     13 with 99.484140% confidence

Model Confidence in true class 13:     99.484140%
Model prediction was class     13 with 99.484140% confidence

Model Confidence in true class 13:     99.484140%
Model prediction was class     13 with 99.484140% confidence

Model Confidence in true class 13:     99.484140%
Model prediction was class     13 with 99.484140% confidence

Model Confidence in true class 13:     99.484140%
Model prediction was class     13 with 99.484140% confidence

Model Confidence in true class 13:     99.484140%
Model prediction was class     13 with 99.484140% confidence

Model Confidence in true class 13:     99.484140%
Model prediction was class     13 with 99.484140% confidence

Model Confidence in true class 13:     99.411029%
Model prediction was class     13 with 99.411029% confidence

Reached max iterations, attack unsuccessful on image 07940.png

---------------Testing image 06359.png---------------
Prior Model Confidence in true class 4:     99.985552% (before attack)
Prior Model prediction was class     4 with 99.985552% confidence (before attack)

Model Confidence in true class 4:     98.521298%
Model prediction was class     4 with 98.521298% confidence

Model Confidence in true class 4:     98.521298%
Model prediction was class     4 with 98.521298% confidence

Model Confidence in true class 4:     98.521298%
Model prediction was class     4 with 98.521298% confidence

Model Confidence in true class 4:     98.396456%
Model prediction was class     4 with 98.396456% confidence

Model Confidence in true class 4:     96.338052%
Model prediction was class     4 with 96.338052% confidence

Model Confidence in true class 4:     96.338052%
Model prediction was class     4 with 96.338052% confidence

Model Confidence in true class 4:     96.338052%
Model prediction was class     4 with 96.338052% confidence

Model Confidence in true class 4:     92.413539%
Model prediction was class     4 with 92.413539% confidence

Model Confidence in true class 4:     92.413539%
Model prediction was class     4 with 92.413539% confidence

Model Confidence in true class 4:     92.413539%
Model prediction was class     4 with 92.413539% confidence

Model Confidence in true class 4:     92.413539%
Model prediction was class     4 with 92.413539% confidence

Model Confidence in true class 4:     88.646942%
Model prediction was class     4 with 88.646942% confidence

Model Confidence in true class 4:     88.646942%
Model prediction was class     4 with 88.646942% confidence

Model Confidence in true class 4:     88.646942%
Model prediction was class     4 with 88.646942% confidence

Model Confidence in true class 4:     88.646942%
Model prediction was class     4 with 88.646942% confidence

Model Confidence in true class 4:     86.621350%
Model prediction was class     4 with 86.621350% confidence

Model Confidence in true class 4:     86.621350%
Model prediction was class     4 with 86.621350% confidence

Model Confidence in true class 4:     86.621350%
Model prediction was class     4 with 86.621350% confidence

Model Confidence in true class 4:     86.621350%
Model prediction was class     4 with 86.621350% confidence

Model Confidence in true class 4:     85.645700%
Model prediction was class     4 with 85.645700% confidence

Reached max iterations, attack unsuccessful on image 06359.png

---------------Testing image 01580.png---------------
Prior Model Confidence in true class 6:     99.958569% (before attack)
Prior Model prediction was class     6 with 99.958569% confidence (before attack)

Model Confidence in true class 6:     99.482769%
Model prediction was class     6 with 99.482769% confidence

Model Confidence in true class 6:     98.740888%
Model prediction was class     6 with 98.740888% confidence

Model Confidence in true class 6:     97.748327%
Model prediction was class     6 with 97.748327% confidence

Model Confidence in true class 6:     97.748327%
Model prediction was class     6 with 97.748327% confidence

Model Confidence in true class 6:     97.748327%
Model prediction was class     6 with 97.748327% confidence

Model Confidence in true class 6:     97.748327%
Model prediction was class     6 with 97.748327% confidence

Model Confidence in true class 6:     96.813029%
Model prediction was class     6 with 96.813029% confidence

Model Confidence in true class 6:     96.813029%
Model prediction was class     6 with 96.813029% confidence

Model Confidence in true class 6:     96.813029%
Model prediction was class     6 with 96.813029% confidence

Model Confidence in true class 6:     96.813029%
Model prediction was class     6 with 96.813029% confidence

Model Confidence in true class 6:     96.813029%
Model prediction was class     6 with 96.813029% confidence

Model Confidence in true class 6:     96.813029%
Model prediction was class     6 with 96.813029% confidence

Model Confidence in true class 6:     96.813029%
Model prediction was class     6 with 96.813029% confidence

Model Confidence in true class 6:     96.813029%
Model prediction was class     6 with 96.813029% confidence

Model Confidence in true class 6:     96.813029%
Model prediction was class     6 with 96.813029% confidence

Model Confidence in true class 6:     96.813029%
Model prediction was class     6 with 96.813029% confidence

Model Confidence in true class 6:     96.813029%
Model prediction was class     6 with 96.813029% confidence

Model Confidence in true class 6:     96.813029%
Model prediction was class     6 with 96.813029% confidence

Model Confidence in true class 6:     96.813029%
Model prediction was class     6 with 96.813029% confidence

Model Confidence in true class 6:     96.813029%
Model prediction was class     6 with 96.813029% confidence

Reached max iterations, attack unsuccessful on image 01580.png

---------------Testing image 03750.png---------------
Prior Model Confidence in true class 35:     99.990308% (before attack)
Prior Model prediction was class     35 with 99.990308% confidence (before attack)

Model Confidence in true class 35:     99.952281%
Model prediction was class     35 with 99.952281% confidence

Model Confidence in true class 35:     99.952281%
Model prediction was class     35 with 99.952281% confidence

Model Confidence in true class 35:     99.945611%
Model prediction was class     35 with 99.945611% confidence

Model Confidence in true class 35:     99.929500%
Model prediction was class     35 with 99.929500% confidence

Model Confidence in true class 35:     99.929500%
Model prediction was class     35 with 99.929500% confidence

Model Confidence in true class 35:     99.929500%
Model prediction was class     35 with 99.929500% confidence

Model Confidence in true class 35:     99.929500%
Model prediction was class     35 with 99.929500% confidence

Model Confidence in true class 35:     99.929500%
Model prediction was class     35 with 99.929500% confidence

Model Confidence in true class 35:     99.923360%
Model prediction was class     35 with 99.923360% confidence

Model Confidence in true class 35:     99.923360%
Model prediction was class     35 with 99.923360% confidence

Model Confidence in true class 35:     99.923360%
Model prediction was class     35 with 99.923360% confidence

Model Confidence in true class 35:     99.923360%
Model prediction was class     35 with 99.923360% confidence

Model Confidence in true class 35:     99.923360%
Model prediction was class     35 with 99.923360% confidence

Model Confidence in true class 35:     99.915636%
Model prediction was class     35 with 99.915636% confidence

Model Confidence in true class 35:     99.889284%
Model prediction was class     35 with 99.889284% confidence

Model Confidence in true class 35:     99.889284%
Model prediction was class     35 with 99.889284% confidence

Model Confidence in true class 35:     99.889284%
Model prediction was class     35 with 99.889284% confidence

Model Confidence in true class 35:     99.889284%
Model prediction was class     35 with 99.889284% confidence

Model Confidence in true class 35:     99.866593%
Model prediction was class     35 with 99.866593% confidence

Model Confidence in true class 35:     99.866593%
Model prediction was class     35 with 99.866593% confidence

Reached max iterations, attack unsuccessful on image 03750.png

---------------Testing image 03125.png---------------
Prior Model Confidence in true class 7:     79.179835% (before attack)
Prior Model prediction was class     7 with 79.179835% confidence (before attack)

Model Confidence in true class 7:     55.484337%
Model prediction was class     7 with 55.484337% confidence

Model Confidence in true class 7:     55.484337%
Model prediction was class     7 with 55.484337% confidence

Model Confidence in true class 7:     55.484337%
Model prediction was class     7 with 55.484337% confidence

Model Confidence in true class 7:     55.484337%
Model prediction was class     7 with 55.484337% confidence

Model Confidence in true class 7:     55.484337%
Model prediction was class     7 with 55.484337% confidence

Model Confidence in true class 7:     55.425674%
Model prediction was class     7 with 55.425674% confidence

Model Confidence in true class 7:     55.425674%
Model prediction was class     7 with 55.425674% confidence

Model Confidence in true class 7:     55.425674%
Model prediction was class     7 with 55.425674% confidence

Model Confidence in true class 7:     55.425674%
Model prediction was class     7 with 55.425674% confidence

Model Confidence in true class 7:     55.425674%
Model prediction was class     7 with 55.425674% confidence

Model Confidence in true class 7:     55.425674%
Model prediction was class     7 with 55.425674% confidence

Model Confidence in true class 7:     55.425674%
Model prediction was class     7 with 55.425674% confidence

Model Confidence in true class 7:     55.425674%
Model prediction was class     7 with 55.425674% confidence

Model Confidence in true class 7:     55.425674%
Model prediction was class     7 with 55.425674% confidence

Model Confidence in true class 7:     55.425674%
Model prediction was class     7 with 55.425674% confidence

Model Confidence in true class 7:     55.425674%
Model prediction was class     7 with 55.425674% confidence

Model Confidence in true class 7:     55.425674%
Model prediction was class     7 with 55.425674% confidence

Model Confidence in true class 7:     55.425674%
Model prediction was class     7 with 55.425674% confidence

Model Confidence in true class 7:     55.425674%
Model prediction was class     7 with 55.425674% confidence

Model Confidence in true class 7:     55.294776%
Model prediction was class     7 with 55.294776% confidence

Reached max iterations, attack unsuccessful on image 03125.png

---------------Testing image 04354.png---------------
Prior Model Confidence in true class 13:     96.898735% (before attack)
Prior Model prediction was class     13 with 96.898735% confidence (before attack)

Model Confidence in true class 13:     90.517312%
Model prediction was class     13 with 90.517312% confidence

Model Confidence in true class 13:     88.636988%
Model prediction was class     13 with 88.636988% confidence

Model Confidence in true class 13:     88.636988%
Model prediction was class     13 with 88.636988% confidence

Model Confidence in true class 13:     88.636988%
Model prediction was class     13 with 88.636988% confidence

Model Confidence in true class 13:     88.636988%
Model prediction was class     13 with 88.636988% confidence

Model Confidence in true class 13:     88.636988%
Model prediction was class     13 with 88.636988% confidence

Model Confidence in true class 13:     88.636988%
Model prediction was class     13 with 88.636988% confidence

Model Confidence in true class 13:     88.636988%
Model prediction was class     13 with 88.636988% confidence

Model Confidence in true class 13:     88.192075%
Model prediction was class     13 with 88.192075% confidence

Model Confidence in true class 13:     88.192075%
Model prediction was class     13 with 88.192075% confidence

Model Confidence in true class 13:     88.192075%
Model prediction was class     13 with 88.192075% confidence

Model Confidence in true class 13:     88.192075%
Model prediction was class     13 with 88.192075% confidence

Model Confidence in true class 13:     88.192075%
Model prediction was class     13 with 88.192075% confidence

Model Confidence in true class 13:     88.192075%
Model prediction was class     13 with 88.192075% confidence

Model Confidence in true class 13:     88.192075%
Model prediction was class     13 with 88.192075% confidence

Model Confidence in true class 13:     88.192075%
Model prediction was class     13 with 88.192075% confidence

Model Confidence in true class 13:     86.547154%
Model prediction was class     13 with 86.547154% confidence

Model Confidence in true class 13:     86.547154%
Model prediction was class     13 with 86.547154% confidence

Model Confidence in true class 13:     86.547154%
Model prediction was class     13 with 86.547154% confidence

Model Confidence in true class 13:     86.547154%
Model prediction was class     13 with 86.547154% confidence

Reached max iterations, attack unsuccessful on image 04354.png

---------------Testing image 09748.png---------------
Prior Model Confidence in true class 38:     99.581474% (before attack)
Prior Model prediction was class     38 with 99.581474% confidence (before attack)

Model Confidence in true class 38:     97.889310%
Model prediction was class     38 with 97.889310% confidence

Model Confidence in true class 38:     97.889310%
Model prediction was class     38 with 97.889310% confidence

Model Confidence in true class 38:     97.889310%
Model prediction was class     38 with 97.889310% confidence

Model Confidence in true class 38:     97.889310%
Model prediction was class     38 with 97.889310% confidence

Model Confidence in true class 38:     97.889310%
Model prediction was class     38 with 97.889310% confidence

Model Confidence in true class 38:     97.450733%
Model prediction was class     38 with 97.450733% confidence

Model Confidence in true class 38:     97.450733%
Model prediction was class     38 with 97.450733% confidence

Model Confidence in true class 38:     97.450733%
Model prediction was class     38 with 97.450733% confidence

Model Confidence in true class 38:     97.450733%
Model prediction was class     38 with 97.450733% confidence

Model Confidence in true class 38:     97.450733%
Model prediction was class     38 with 97.450733% confidence

Model Confidence in true class 38:     97.450733%
Model prediction was class     38 with 97.450733% confidence

Model Confidence in true class 38:     97.450733%
Model prediction was class     38 with 97.450733% confidence

Model Confidence in true class 38:     97.450733%
Model prediction was class     38 with 97.450733% confidence

Model Confidence in true class 38:     96.570587%
Model prediction was class     38 with 96.570587% confidence

Model Confidence in true class 38:     96.570587%
Model prediction was class     38 with 96.570587% confidence

Model Confidence in true class 38:     96.570587%
Model prediction was class     38 with 96.570587% confidence

Model Confidence in true class 38:     96.570587%
Model prediction was class     38 with 96.570587% confidence

Model Confidence in true class 38:     96.570587%
Model prediction was class     38 with 96.570587% confidence

Model Confidence in true class 38:     96.570587%
Model prediction was class     38 with 96.570587% confidence

Model Confidence in true class 38:     96.570587%
Model prediction was class     38 with 96.570587% confidence

Reached max iterations, attack unsuccessful on image 09748.png

---------------Testing image 02664.png---------------
Prior Model Confidence in true class 25:     99.599683% (before attack)
Prior Model prediction was class     25 with 99.599683% confidence (before attack)

Model Confidence in true class 25:     99.255353%
Model prediction was class     25 with 99.255353% confidence

Model Confidence in true class 25:     99.212623%
Model prediction was class     25 with 99.212623% confidence

Model Confidence in true class 25:     99.212623%
Model prediction was class     25 with 99.212623% confidence

Model Confidence in true class 25:     99.212623%
Model prediction was class     25 with 99.212623% confidence

Model Confidence in true class 25:     99.212623%
Model prediction was class     25 with 99.212623% confidence

Model Confidence in true class 25:     99.212623%
Model prediction was class     25 with 99.212623% confidence

Model Confidence in true class 25:     99.172533%
Model prediction was class     25 with 99.172533% confidence

Model Confidence in true class 25:     99.172533%
Model prediction was class     25 with 99.172533% confidence

Model Confidence in true class 25:     99.096340%
Model prediction was class     25 with 99.096340% confidence

Model Confidence in true class 25:     99.096340%
Model prediction was class     25 with 99.096340% confidence

Model Confidence in true class 25:     99.096340%
Model prediction was class     25 with 99.096340% confidence

Model Confidence in true class 25:     99.096340%
Model prediction was class     25 with 99.096340% confidence

Model Confidence in true class 25:     99.096340%
Model prediction was class     25 with 99.096340% confidence

Model Confidence in true class 25:     99.032205%
Model prediction was class     25 with 99.032205% confidence

Model Confidence in true class 25:     99.032205%
Model prediction was class     25 with 99.032205% confidence

Model Confidence in true class 25:     99.032205%
Model prediction was class     25 with 99.032205% confidence

Model Confidence in true class 25:     99.032205%
Model prediction was class     25 with 99.032205% confidence

Model Confidence in true class 25:     99.032205%
Model prediction was class     25 with 99.032205% confidence

Model Confidence in true class 25:     98.983455%
Model prediction was class     25 with 98.983455% confidence

Model Confidence in true class 25:     98.983455%
Model prediction was class     25 with 98.983455% confidence

Reached max iterations, attack unsuccessful on image 02664.png

---------------Testing image 11368.png---------------
Prior Model Confidence in true class 5:     99.948776% (before attack)
Prior Model prediction was class     5 with 99.948776% confidence (before attack)

Model Confidence in true class 5:     99.858117%
Model prediction was class     5 with 99.858117% confidence

Model Confidence in true class 5:     99.851316%
Model prediction was class     5 with 99.851316% confidence

Model Confidence in true class 5:     99.851316%
Model prediction was class     5 with 99.851316% confidence

Model Confidence in true class 5:     99.851316%
Model prediction was class     5 with 99.851316% confidence

Model Confidence in true class 5:     99.851316%
Model prediction was class     5 with 99.851316% confidence

Model Confidence in true class 5:     99.851316%
Model prediction was class     5 with 99.851316% confidence

Model Confidence in true class 5:     99.815011%
Model prediction was class     5 with 99.815011% confidence

Model Confidence in true class 5:     99.815011%
Model prediction was class     5 with 99.815011% confidence

Model Confidence in true class 5:     99.815011%
Model prediction was class     5 with 99.815011% confidence

Model Confidence in true class 5:     99.815011%
Model prediction was class     5 with 99.815011% confidence

Model Confidence in true class 5:     99.723732%
Model prediction was class     5 with 99.723732% confidence

Model Confidence in true class 5:     99.723732%
Model prediction was class     5 with 99.723732% confidence

Model Confidence in true class 5:     99.723732%
Model prediction was class     5 with 99.723732% confidence

Model Confidence in true class 5:     99.723732%
Model prediction was class     5 with 99.723732% confidence

Model Confidence in true class 5:     99.723732%
Model prediction was class     5 with 99.723732% confidence

Model Confidence in true class 5:     99.723732%
Model prediction was class     5 with 99.723732% confidence

Model Confidence in true class 5:     99.723732%
