-----Attacking Parameters:-----
Test folder:     /home/jonah/neuralnets/GTSRB_resnet/Test

Model Confidence in true class 2:     90.449715%
Model prediction was class     2 with 90.449715% confidence

Model Confidence in true class 2:     90.449715%
Model prediction was class     2 with 90.449715% confidence

Model Confidence in true class 2:     90.449715%
Model prediction was class     2 with 90.449715% confidence

Model Confidence in true class 2:     90.449715%
Model prediction was class     2 with 90.449715% confidence

Model Confidence in true class 2:     90.449715%
Model prediction was class     2 with 90.449715% confidence

Model Confidence in true class 2:     90.449715%
Model prediction was class     2 with 90.449715% confidence

Model Confidence in true class 2:     90.326816%
Model prediction was class     2 with 90.326816% confidence

Model Confidence in true class 2:     90.326816%
Model prediction was class     2 with 90.326816% confidence

Model Confidence in true class 2:     90.326816%
Model prediction was class     2 with 90.326816% confidence

Model Confidence in true class 2:     90.326816%
Model prediction was class     2 with 90.326816% confidence

Model Confidence in true class 2:     90.326816%
Model prediction was class     2 with 90.326816% confidence

Model Confidence in true class 2:     90.326816%
Model prediction was class     2 with 90.326816% confidence

Model Confidence in true class 2:     90.326816%
Model prediction was class     2 with 90.326816% confidence

Model Confidence in true class 2:     90.326816%
Model prediction was class     2 with 90.326816% confidence

Model Confidence in true class 2:     90.326816%
Model prediction was class     2 with 90.326816% confidence

Model Confidence in true class 2:     90.326816%
Model prediction was class     2 with 90.326816% confidence

Model Confidence in true class 2:     90.326816%
Model prediction was class     2 with 90.326816% confidence

Model Confidence in true class 2:     89.199150%
Model prediction was class     2 with 89.199150% confidence

Model Confidence in true class 2:     88.153005%
Model prediction was class     2 with 88.153005% confidence

Reached max iterations, attack unsuccessful on image 08880.png

30 samples tested so far
---------------Testing image 11497.png---------------
Prior Model Confidence in true class 41:     96.504796% (before attack)
Prior Model prediction was class     41 with 96.504796% confidence (before attack)

Model Confidence in true class 41:     78.669149%
Model prediction was class     41 with 78.669149% confidence

Model Confidence in true class 41:     78.669149%
Model prediction was class     41 with 78.669149% confidence

Model Confidence in true class 41:     78.669149%
Model prediction was class     41 with 78.669149% confidence

Model Confidence in true class 41:     78.669149%
Model prediction was class     41 with 78.669149% confidence

Model Confidence in true class 41:     78.669149%
Model prediction was class     41 with 78.669149% confidence

Model Confidence in true class 41:     77.071291%
Model prediction was class     41 with 77.071291% confidence

Model Confidence in true class 41:     73.151416%
Model prediction was class     41 with 73.151416% confidence

Model Confidence in true class 41:     62.224305%
Model prediction was class     41 with 62.224305% confidence

Model Confidence in true class 41:     62.224305%
Model prediction was class     41 with 62.224305% confidence

Model Confidence in true class 41:     62.224305%
Model prediction was class     41 with 62.224305% confidence

Model Confidence in true class 41:     62.224305%
Model prediction was class     41 with 62.224305% confidence

Model Confidence in true class 41:     62.224305%
Model prediction was class     41 with 62.224305% confidence

Model Confidence in true class 41:     57.108331%
Model prediction was class     41 with 57.108331% confidence

Model Confidence in true class 41:     50.398827%
Model prediction was class     41 with 50.398827% confidence

Model Confidence in true class 41:     50.398827%
Model prediction was class     41 with 50.398827% confidence

Model Confidence in true class 41:     47.153026%
Model prediction was class     41 with 47.153026% confidence

Model Confidence in true class 41:     46.424150%
Model prediction was class     41 with 46.424150% confidence

Model Confidence in true class 41:     46.424150%
Model prediction was class     41 with 46.424150% confidence

Model Confidence in true class 41:     43.008789%
Model prediction was class     41 with 43.008789% confidence

Model Confidence in true class 41:     43.008789%
Model prediction was class     41 with 43.008789% confidence

Reached max iterations, attack unsuccessful on image 11497.png

---------------Testing image 07925.png---------------
Prior Model Confidence in true class 37:     98.067516% (before attack)
Prior Model prediction was class     37 with 98.067516% confidence (before attack)

Model Confidence in true class 37:     96.287650%
Model prediction was class     37 with 96.287650% confidence

Model Confidence in true class 37:     96.190500%
Model prediction was class     37 with 96.190500% confidence

Model Confidence in true class 37:     96.190500%
Model prediction was class     37 with 96.190500% confidence

Model Confidence in true class 37:     96.190500%
Model prediction was class     37 with 96.190500% confidence

Model Confidence in true class 37:     95.934337%
Model prediction was class     37 with 95.934337% confidence

Model Confidence in true class 37:     95.934337%
Model prediction was class     37 with 95.934337% confidence

Model Confidence in true class 37:     95.934337%
Model prediction was class     37 with 95.934337% confidence

Model Confidence in true class 37:     95.934337%
Model prediction was class     37 with 95.934337% confidence

Model Confidence in true class 37:     95.934337%
Model prediction was class     37 with 95.934337% confidence

Model Confidence in true class 37:     95.630175%
Model prediction was class     37 with 95.630175% confidence

Model Confidence in true class 37:     95.630175%
Model prediction was class     37 with 95.630175% confidence

Model Confidence in true class 37:     95.630175%
Model prediction was class     37 with 95.630175% confidence

Model Confidence in true class 37:     95.334256%
Model prediction was class     37 with 95.334256% confidence

Model Confidence in true class 37:     95.058852%
Model prediction was class     37 with 95.058852% confidence

Model Confidence in true class 37:     95.058852%
Model prediction was class     37 with 95.058852% confidence

Model Confidence in true class 37:     95.058852%
Model prediction was class     37 with 95.058852% confidence

Model Confidence in true class 37:     95.058852%
Model prediction was class     37 with 95.058852% confidence

Model Confidence in true class 37:     95.058852%
Model prediction was class     37 with 95.058852% confidence

Model Confidence in true class 37:     95.058852%
Model prediction was class     37 with 95.058852% confidence

Model Confidence in true class 37:     95.058852%
Model prediction was class     37 with 95.058852% confidence

Reached max iterations, attack unsuccessful on image 07925.png

---------------Testing image 03803.png---------------
Prior Model Confidence in true class 13:     74.051625% (before attack)
Prior Model prediction was class     13 with 74.051625% confidence (before attack)

Model Confidence in true class 13:     55.591798%
Model prediction was class     13 with 55.591798% confidence

Model Confidence in true class 13:     51.550502%
Model prediction was class     13 with 51.550502% confidence

Model Confidence in true class 13:     51.550502%
Model prediction was class     13 with 51.550502% confidence

Model Confidence in true class 13:     51.550502%
Model prediction was class     13 with 51.550502% confidence

Model Confidence in true class 13:     48.170123%
Model prediction was class     13 with 48.170123% confidence

Model Confidence in true class 13:     48.170123%
Model prediction was class     13 with 48.170123% confidence

Model Confidence in true class 13:     48.170123%
Model prediction was class     13 with 48.170123% confidence

Model Confidence in true class 13:     48.170123%
Model prediction was class     13 with 48.170123% confidence

Model Confidence in true class 13:     48.170123%
Model prediction was class     13 with 48.170123% confidence

Model Confidence in true class 13:     48.170123%
Model prediction was class     13 with 48.170123% confidence

Model Confidence in true class 13:     48.170123%
Model prediction was class     13 with 48.170123% confidence

Model Confidence in true class 13:     48.170123%
Model prediction was class     13 with 48.170123% confidence

Model Confidence in true class 13:     48.170123%
Model prediction was class     13 with 48.170123% confidence

Model Confidence in true class 13:     46.262091%
Model prediction was class     13 with 46.262091% confidence

Model Confidence in true class 13:     46.262091%
Model prediction was class     13 with 46.262091% confidence

Model Confidence in true class 13:     46.262091%
Model prediction was class     13 with 46.262091% confidence

Model Confidence in true class 13:     46.262091%
Model prediction was class     13 with 46.262091% confidence

Model Confidence in true class 13:     46.262091%
Model prediction was class     13 with 46.262091% confidence

Model Confidence in true class 13:     46.262091%
Model prediction was class     13 with 46.262091% confidence

Model Confidence in true class 13:     43.080968%
Model prediction was class     13 with 43.080968% confidence

Reached max iterations, attack unsuccessful on image 03803.png

---------------Testing image 00751.png---------------
Prior Model Confidence in true class 28:     99.653220% (before attack)
Prior Model prediction was class     28 with 99.653220% confidence (before attack)

Model Confidence in true class 28:     99.517268%
Model prediction was class     28 with 99.517268% confidence

Model Confidence in true class 28:     99.517268%
Model prediction was class     28 with 99.517268% confidence

Model Confidence in true class 28:     99.517268%
Model prediction was class     28 with 99.517268% confidence

Model Confidence in true class 28:     99.517268%
Model prediction was class     28 with 99.517268% confidence

Model Confidence in true class 28:     99.517268%
Model prediction was class     28 with 99.517268% confidence

Model Confidence in true class 28:     99.517268%
Model prediction was class     28 with 99.517268% confidence

Model Confidence in true class 28:     99.517268%
Model prediction was class     28 with 99.517268% confidence

Model Confidence in true class 28:     99.517268%
Model prediction was class     28 with 99.517268% confidence

Model Confidence in true class 28:     99.517268%
Model prediction was class     28 with 99.517268% confidence

Model Confidence in true class 28:     99.495184%
Model prediction was class     28 with 99.495184% confidence

Model Confidence in true class 28:     99.495184%
Model prediction was class     28 with 99.495184% confidence

Model Confidence in true class 28:     99.495184%
Model prediction was class     28 with 99.495184% confidence

Model Confidence in true class 28:     99.475646%
Model prediction was class     28 with 99.475646% confidence

Model Confidence in true class 28:     99.475646%
Model prediction was class     28 with 99.475646% confidence

Model Confidence in true class 28:     99.475646%
Model prediction was class     28 with 99.475646% confidence

Model Confidence in true class 28:     99.475646%
Model prediction was class     28 with 99.475646% confidence

Model Confidence in true class 28:     99.475646%
Model prediction was class     28 with 99.475646% confidence

Model Confidence in true class 28:     99.475646%
Model prediction was class     28 with 99.475646% confidence

Model Confidence in true class 28:     99.475646%
Model prediction was class     28 with 99.475646% confidence

Model Confidence in true class 28:     99.475646%
Model prediction was class     28 with 99.475646% confidence

Reached max iterations, attack unsuccessful on image 00751.png

---------------Testing image 10918.png---------------
Prior Model Confidence in true class 10:     98.930967% (before attack)
Prior Model prediction was class     10 with 98.930967% confidence (before attack)

Model Confidence in true class 10:     93.850631%
Model prediction was class     10 with 93.850631% confidence

Model Confidence in true class 10:     93.850631%
Model prediction was class     10 with 93.850631% confidence

Model Confidence in true class 10:     90.900242%
Model prediction was class     10 with 90.900242% confidence

Model Confidence in true class 10:     90.900242%
Model prediction was class     10 with 90.900242% confidence

Model Confidence in true class 10:     90.900242%
Model prediction was class     10 with 90.900242% confidence

Model Confidence in true class 10:     86.822253%
Model prediction was class     10 with 86.822253% confidence

Model Confidence in true class 10:     86.822253%
Model prediction was class     10 with 86.822253% confidence

Model Confidence in true class 10:     86.822253%
Model prediction was class     10 with 86.822253% confidence

Model Confidence in true class 10:     86.822253%
Model prediction was class     10 with 86.822253% confidence

Model Confidence in true class 10:     86.822253%
Model prediction was class     10 with 86.822253% confidence

Model Confidence in true class 10:     86.822253%
Model prediction was class     10 with 86.822253% confidence

Model Confidence in true class 10:     86.822253%
Model prediction was class     10 with 86.822253% confidence

Model Confidence in true class 10:     86.822253%
Model prediction was class     10 with 86.822253% confidence

Model Confidence in true class 10:     86.822253%
Model prediction was class     10 with 86.822253% confidence

Model Confidence in true class 10:     86.822253%
Model prediction was class     10 with 86.822253% confidence

Model Confidence in true class 10:     86.822253%
Model prediction was class     10 with 86.822253% confidence

Model Confidence in true class 10:     86.822253%
Model prediction was class     10 with 86.822253% confidence

Model Confidence in true class 10:     86.822253%
Model prediction was class     10 with 86.822253% confidence

Model Confidence in true class 10:     86.822253%
Model prediction was class     10 with 86.822253% confidence

Model Confidence in true class 10:     86.822253%
Model prediction was class     10 with 86.822253% confidence

Reached max iterations, attack unsuccessful on image 10918.png

---------------Testing image 08370.png---------------
Prior Model Confidence in true class 11:     98.476100% (before attack)
Prior Model prediction was class     11 with 98.476100% confidence (before attack)

Model Confidence in true class 11:     97.451854%
Model prediction was class     11 with 97.451854% confidence

Model Confidence in true class 11:     96.672529%
Model prediction was class     11 with 96.672529% confidence

Model Confidence in true class 11:     96.672529%
Model prediction was class     11 with 96.672529% confidence

Model Confidence in true class 11:     96.616000%
Model prediction was class     11 with 96.616000% confidence

Model Confidence in true class 11:     96.348763%
Model prediction was class     11 with 96.348763% confidence

Model Confidence in true class 11:     96.348763%
Model prediction was class     11 with 96.348763% confidence

Model Confidence in true class 11:     96.348763%
Model prediction was class     11 with 96.348763% confidence

Model Confidence in true class 11:     96.348763%
Model prediction was class     11 with 96.348763% confidence

Model Confidence in true class 11:     95.696646%
Model prediction was class     11 with 95.696646% confidence

Model Confidence in true class 11:     95.696646%
Model prediction was class     11 with 95.696646% confidence

Model Confidence in true class 11:     95.696646%
Model prediction was class     11 with 95.696646% confidence

Model Confidence in true class 11:     95.696646%
Model prediction was class     11 with 95.696646% confidence

Model Confidence in true class 11:     95.696646%
Model prediction was class     11 with 95.696646% confidence

Model Confidence in true class 11:     95.696646%
Model prediction was class     11 with 95.696646% confidence

Model Confidence in true class 11:     95.696646%
Model prediction was class     11 with 95.696646% confidence

Model Confidence in true class 11:     95.696646%
Model prediction was class     11 with 95.696646% confidence

Model Confidence in true class 11:     95.696646%
Model prediction was class     11 with 95.696646% confidence

Model Confidence in true class 11:     95.696646%
Model prediction was class     11 with 95.696646% confidence

Model Confidence in true class 11:     95.696646%
Model prediction was class     11 with 95.696646% confidence

Model Confidence in true class 11:     95.696646%
Model prediction was class     11 with 95.696646% confidence

Reached max iterations, attack unsuccessful on image 08370.png

---------------Testing image 10986.png---------------
Prior Model Confidence in true class 26:     99.963105% (before attack)
Prior Model prediction was class     26 with 99.963105% confidence (before attack)

Model Confidence in true class 26:     99.733031%
Model prediction was class     26 with 99.733031% confidence

Model Confidence in true class 26:     99.695253%
Model prediction was class     26 with 99.695253% confidence

Model Confidence in true class 26:     99.695253%
Model prediction was class     26 with 99.695253% confidence

Model Confidence in true class 26:     99.695253%
Model prediction was class     26 with 99.695253% confidence

Model Confidence in true class 26:     99.695253%
Model prediction was class     26 with 99.695253% confidence

Model Confidence in true class 26:     99.584842%
Model prediction was class     26 with 99.584842% confidence

Model Confidence in true class 26:     99.584842%
Model prediction was class     26 with 99.584842% confidence

Model Confidence in true class 26:     99.584842%
Model prediction was class     26 with 99.584842% confidence

Model Confidence in true class 26:     99.584842%
Model prediction was class     26 with 99.584842% confidence

Model Confidence in true class 26:     99.584842%
Model prediction was class     26 with 99.584842% confidence

Model Confidence in true class 26:     99.584842%
Model prediction was class     26 with 99.584842% confidence

Model Confidence in true class 26:     99.584842%
Model prediction was class     26 with 99.584842% confidence

Model Confidence in true class 26:     99.584842%
Model prediction was class     26 with 99.584842% confidence

Model Confidence in true class 26:     99.584842%
Model prediction was class     26 with 99.584842% confidence

Model Confidence in true class 26:     99.584842%
Model prediction was class     26 with 99.584842% confidence

Model Confidence in true class 26:     99.584842%
Model prediction was class     26 with 99.584842% confidence

Model Confidence in true class 26:     99.584842%
Model prediction was class     26 with 99.584842% confidence

Model Confidence in true class 26:     99.584842%
Model prediction was class     26 with 99.584842% confidence

Model Confidence in true class 26:     99.584842%
Model prediction was class     26 with 99.584842% confidence

Model Confidence in true class 26:     99.584842%
Model prediction was class     26 with 99.584842% confidence

Reached max iterations, attack unsuccessful on image 10986.png

---------------Testing image 06825.png---------------
Prior Model Confidence in true class 1:     99.953878% (before attack)
Prior Model prediction was class     1 with 99.953878% confidence (before attack)

Model Confidence in true class 1:     99.430734%
Model prediction was class     1 with 99.430734% confidence

Model Confidence in true class 1:     98.370093%
Model prediction was class     1 with 98.370093% confidence

Model Confidence in true class 1:     98.370093%
Model prediction was class     1 with 98.370093% confidence

Model Confidence in true class 1:     98.370093%
Model prediction was class     1 with 98.370093% confidence

Model Confidence in true class 1:     98.077470%
Model prediction was class     1 with 98.077470% confidence

Model Confidence in true class 1:     98.077470%
Model prediction was class     1 with 98.077470% confidence

Model Confidence in true class 1:     98.077470%
Model prediction was class     1 with 98.077470% confidence

Model Confidence in true class 1:     98.077470%
Model prediction was class     1 with 98.077470% confidence

Model Confidence in true class 1:     98.077470%
Model prediction was class     1 with 98.077470% confidence

Model Confidence in true class 1:     98.077470%
Model prediction was class     1 with 98.077470% confidence

Model Confidence in true class 1:     98.077470%
Model prediction was class     1 with 98.077470% confidence

Model Confidence in true class 1:     97.881788%
Model prediction was class     1 with 97.881788% confidence

Model Confidence in true class 1:     96.936852%
Model prediction was class     1 with 96.936852% confidence

Model Confidence in true class 1:     96.936852%
Model prediction was class     1 with 96.936852% confidence

Model Confidence in true class 1:     96.936852%
Model prediction was class     1 with 96.936852% confidence

Model Confidence in true class 1:     96.936852%
Model prediction was class     1 with 96.936852% confidence

Model Confidence in true class 1:     96.936852%
Model prediction was class     1 with 96.936852% confidence

Model Confidence in true class 1:     96.936852%
Model prediction was class     1 with 96.936852% confidence

Model Confidence in true class 1:     96.398079%
Model prediction was class     1 with 96.398079% confidence

Model Confidence in true class 1:     96.398079%
Model prediction was class     1 with 96.398079% confidence

Reached max iterations, attack unsuccessful on image 06825.png

---------------Testing image 10190.png---------------
Prior Model Confidence in true class 11:     97.734147% (before attack)
Prior Model prediction was class     11 with 97.734147% confidence (before attack)

Model Confidence in true class 11:     87.683028%
Model prediction was class     11 with 87.683028% confidence

Model Confidence in true class 11:     87.683028%
Model prediction was class     11 with 87.683028% confidence

Model Confidence in true class 11:     78.417253%
Model prediction was class     11 with 78.417253% confidence

Model Confidence in true class 11:     78.417253%
Model prediction was class     11 with 78.417253% confidence

Model Confidence in true class 11:     78.417253%
Model prediction was class     11 with 78.417253% confidence

Model Confidence in true class 11:     78.417253%
Model prediction was class     11 with 78.417253% confidence

Model Confidence in true class 11:     78.417253%
Model prediction was class     11 with 78.417253% confidence

Model Confidence in true class 11:     78.417253%
Model prediction was class     11 with 78.417253% confidence

Model Confidence in true class 11:     78.417253%
Model prediction was class     11 with 78.417253% confidence

Model Confidence in true class 11:     78.417253%
Model prediction was class     11 with 78.417253% confidence

Model Confidence in true class 11:     78.417253%
Model prediction was class     11 with 78.417253% confidence

Model Confidence in true class 11:     78.417253%
Model prediction was class     11 with 78.417253% confidence

Model Confidence in true class 11:     78.417253%
Model prediction was class     11 with 78.417253% confidence

Model Confidence in true class 11:     78.417253%
Model prediction was class     11 with 78.417253% confidence

Model Confidence in true class 11:     78.417253%
Model prediction was class     11 with 78.417253% confidence

Model Confidence in true class 11:     78.417253%
Model prediction was class     11 with 78.417253% confidence

Model Confidence in true class 11:     78.417253%
Model prediction was class     11 with 78.417253% confidence

Model Confidence in true class 11:     78.417253%
Model prediction was class     11 with 78.417253% confidence

Model Confidence in true class 11:     78.417253%
Model prediction was class     11 with 78.417253% confidence

Model Confidence in true class 11:     78.417253%
Model prediction was class     11 with 78.417253% confidence

Reached max iterations, attack unsuccessful on image 10190.png

---------------Testing image 08272.png---------------
Prior Model Confidence in true class 38:     99.815291% (before attack)
Prior Model prediction was class     38 with 99.815291% confidence (before attack)

Model Confidence in true class 38:     99.468505%
Model prediction was class     38 with 99.468505% confidence

Model Confidence in true class 38:     99.468505%
Model prediction was class     38 with 99.468505% confidence

Model Confidence in true class 38:     99.468505%
Model prediction was class     38 with 99.468505% confidence

Model Confidence in true class 38:     99.468505%
Model prediction was class     38 with 99.468505% confidence

Model Confidence in true class 38:     99.458802%
Model prediction was class     38 with 99.458802% confidence

Model Confidence in true class 38:     99.458802%
Model prediction was class     38 with 99.458802% confidence

Model Confidence in true class 38:     99.458802%
Model prediction was class     38 with 99.458802% confidence

Model Confidence in true class 38:     99.458802%
Model prediction was class     38 with 99.458802% confidence

Model Confidence in true class 38:     99.458802%
Model prediction was class     38 with 99.458802% confidence

Model Confidence in true class 38:     99.309546%
Model prediction was class     38 with 99.309546% confidence

Model Confidence in true class 38:     99.309546%
Model prediction was class     38 with 99.309546% confidence

Model Confidence in true class 38:     99.309546%
Model prediction was class     38 with 99.309546% confidence

Model Confidence in true class 38:     99.309546%
Model prediction was class     38 with 99.309546% confidence

Model Confidence in true class 38:     99.309546%
Model prediction was class     38 with 99.309546% confidence

Model Confidence in true class 38:     99.309546%
Model prediction was class     38 with 99.309546% confidence

Model Confidence in true class 38:     99.309546%
Model prediction was class     38 with 99.309546% confidence

Model Confidence in true class 38:     99.309546%
Model prediction was class     38 with 99.309546% confidence

Model Confidence in true class 38:     99.309546%
Model prediction was class     38 with 99.309546% confidence

Model Confidence in true class 38:     99.309546%
Model prediction was class     38 with 99.309546% confidence

Model Confidence in true class 38:     99.309546%
Model prediction was class     38 with 99.309546% confidence

Reached max iterations, attack unsuccessful on image 08272.png

40 samples tested so far
---------------Testing image 06967.png---------------
Prior Model Confidence in true class 25:     99.054867% (before attack)
Prior Model prediction was class     25 with 99.054867% confidence (before attack)

Model Confidence in true class 25:     97.532791%
Model prediction was class     25 with 97.532791% confidence

Model Confidence in true class 25:     95.727628%
Model prediction was class     25 with 95.727628% confidence

Model Confidence in true class 25:     95.727628%
Model prediction was class     25 with 95.727628% confidence

Model Confidence in true class 25:     95.727628%
Model prediction was class     25 with 95.727628% confidence

Model Confidence in true class 25:     95.727628%
Model prediction was class     25 with 95.727628% confidence

Model Confidence in true class 25:     95.727628%
Model prediction was class     25 with 95.727628% confidence

Model Confidence in true class 25:     95.727628%
Model prediction was class     25 with 95.727628% confidence

Model Confidence in true class 25:     95.727628%
Model prediction was class     25 with 95.727628% confidence

Model Confidence in true class 25:     95.727628%
Model prediction was class     25 with 95.727628% confidence

Model Confidence in true class 25:     95.727628%
Model prediction was class     25 with 95.727628% confidence

Model Confidence in true class 25:     95.727628%
Model prediction was class     25 with 95.727628% confidence

Model Confidence in true class 25:     95.727628%
Model prediction was class     25 with 95.727628% confidence

Model Confidence in true class 25:     95.727628%
Model prediction was class     25 with 95.727628% confidence

Model Confidence in true class 25:     95.727628%
Model prediction was class     25 with 95.727628% confidence

Model Confidence in true class 25:     95.727628%
Model prediction was class     25 with 95.727628% confidence

Model Confidence in true class 25:     95.727628%
Model prediction was class     25 with 95.727628% confidence

Model Confidence in true class 25:     95.727628%
Model prediction was class     25 with 95.727628% confidence

Model Confidence in true class 25:     95.727628%
Model prediction was class     25 with 95.727628% confidence

Model Confidence in true class 25:     95.727628%
Model prediction was class     25 with 95.727628% confidence

Model Confidence in true class 25:     95.727628%
Model prediction was class     25 with 95.727628% confidence

Reached max iterations, attack unsuccessful on image 06967.png

---------------Testing image 01160.png---------------
Prior Model Confidence in true class 32:     94.198358% (before attack)
Prior Model prediction was class     32 with 94.198358% confidence (before attack)

Model Confidence in true class 32:     76.385611%
Model prediction was class     32 with 76.385611% confidence

Model Confidence in true class 32:     75.992912%
Model prediction was class     32 with 75.992912% confidence

Model Confidence in true class 32:     74.092501%
Model prediction was class     32 with 74.092501% confidence

Model Confidence in true class 32:     74.092501%
Model prediction was class     32 with 74.092501% confidence

Model Confidence in true class 32:     74.092501%
Model prediction was class     32 with 74.092501% confidence

Model Confidence in true class 32:     74.092501%
Model prediction was class     32 with 74.092501% confidence

Model Confidence in true class 32:     71.310163%
Model prediction was class     32 with 71.310163% confidence

Model Confidence in true class 32:     68.419445%
Model prediction was class     32 with 68.419445% confidence

Model Confidence in true class 32:     68.419445%
Model prediction was class     32 with 68.419445% confidence

Model Confidence in true class 32:     63.220650%
Model prediction was class     32 with 63.220650% confidence

Model Confidence in true class 32:     63.220650%
Model prediction was class     32 with 63.220650% confidence

Model Confidence in true class 32:     63.220650%
Model prediction was class     32 with 63.220650% confidence

Model Confidence in true class 32:     60.273796%
Model prediction was class     32 with 60.273796% confidence

Model Confidence in true class 32:     60.273796%
Model prediction was class     32 with 60.273796% confidence

Model Confidence in true class 32:     60.273796%
Model prediction was class     32 with 60.273796% confidence

Model Confidence in true class 32:     59.648263%
Model prediction was class     32 with 59.648263% confidence

Model Confidence in true class 32:     59.648263%
Model prediction was class     32 with 59.648263% confidence

Model Confidence in true class 32:     59.648263%
Model prediction was class     32 with 59.648263% confidence

Model Confidence in true class 32:     59.648263%
Model prediction was class     32 with 59.648263% confidence

Model Confidence in true class 32:     59.648263%
Model prediction was class     32 with 59.648263% confidence

Reached max iterations, attack unsuccessful on image 01160.png

---------------Testing image 10492.png---------------
Prior Model Confidence in true class 10:     99.948764% (before attack)
Prior Model prediction was class     10 with 99.948764% confidence (before attack)

Model Confidence in true class 10:     98.580289%
Model prediction was class     10 with 98.580289% confidence

Model Confidence in true class 10:     96.500486%
Model prediction was class     10 with 96.500486% confidence

Model Confidence in true class 10:     96.500486%
Model prediction was class     10 with 96.500486% confidence

Model Confidence in true class 10:     87.296253%
Model prediction was class     10 with 87.296253% confidence

Model Confidence in true class 10:     87.296253%
Model prediction was class     10 with 87.296253% confidence

Model Confidence in true class 10:     87.296253%
Model prediction was class     10 with 87.296253% confidence

Model Confidence in true class 10:     87.296253%
Model prediction was class     10 with 87.296253% confidence

Model Confidence in true class 10:     87.296253%
Model prediction was class     10 with 87.296253% confidence

Model Confidence in true class 10:     87.296253%
Model prediction was class     10 with 87.296253% confidence

Model Confidence in true class 10:     87.296253%
Model prediction was class     10 with 87.296253% confidence

Model Confidence in true class 10:     87.296253%
Model prediction was class     10 with 87.296253% confidence

Model Confidence in true class 10:     55.332506%
Model prediction was class     10 with 55.332506% confidence

Model Confidence in true class 10:     55.332506%
Model prediction was class     10 with 55.332506% confidence

Model Confidence in true class 10:     55.332506%
Model prediction was class     10 with 55.332506% confidence

Model Confidence in true class 10:     55.332506%
Model prediction was class     10 with 55.332506% confidence

Model Confidence in true class 10:     55.332506%
Model prediction was class     10 with 55.332506% confidence

Model Confidence in true class 10:     55.332506%
Model prediction was class     10 with 55.332506% confidence

Model Confidence in true class 10:     55.332506%
Model prediction was class     10 with 55.332506% confidence

Model Confidence in true class 10:     55.332506%
Model prediction was class     10 with 55.332506% confidence

Model Confidence in true class 10:     55.332506%
Model prediction was class     10 with 55.332506% confidence

Reached max iterations, attack unsuccessful on image 10492.png

---------------Testing image 07267.png---------------
Prior Model Confidence in true class 40:     99.584019% (before attack)
Prior Model prediction was class     40 with 99.584019% confidence (before attack)

Model Confidence in true class 40:     99.350125%
Model prediction was class     40 with 99.350125% confidence

Model Confidence in true class 40:     99.350125%
Model prediction was class     40 with 99.350125% confidence

Model Confidence in true class 40:     99.350125%
Model prediction was class     40 with 99.350125% confidence

Model Confidence in true class 40:     99.285370%
Model prediction was class     40 with 99.285370% confidence

Model Confidence in true class 40:     99.285370%
Model prediction was class     40 with 99.285370% confidence

Model Confidence in true class 40:     99.285370%
Model prediction was class     40 with 99.285370% confidence

Model Confidence in true class 40:     99.285370%
Model prediction was class     40 with 99.285370% confidence

Model Confidence in true class 40:     99.285370%
Model prediction was class     40 with 99.285370% confidence

Model Confidence in true class 40:     99.241853%
Model prediction was class     40 with 99.241853% confidence

Model Confidence in true class 40:     99.241853%
Model prediction was class     40 with 99.241853% confidence

Model Confidence in true class 40:     99.126911%
Model prediction was class     40 with 99.126911% confidence

Model Confidence in true class 40:     99.126911%
Model prediction was class     40 with 99.126911% confidence

Model Confidence in true class 40:     99.126911%
Model prediction was class     40 with 99.126911% confidence

Model Confidence in true class 40:     99.126911%
Model prediction was class     40 with 99.126911% confidence

Model Confidence in true class 40:     99.126911%
Model prediction was class     40 with 99.126911% confidence

Model Confidence in true class 40:     99.100870%
Model prediction was class     40 with 99.100870% confidence

Model Confidence in true class 40:     99.100870%
Model prediction was class     40 with 99.100870% confidence

Model Confidence in true class 40:     99.100870%
Model prediction was class     40 with 99.100870% confidence

Model Confidence in true class 40:     99.100870%
Model prediction was class     40 with 99.100870% confidence

Model Confidence in true class 40:     99.019170%
Model prediction was class     40 with 99.019170% confidence

Reached max iterations, attack unsuccessful on image 07267.png

---------------Testing image 00051.png---------------
Prior Model Confidence in true class 13:     95.879340% (before attack)
Prior Model prediction was class     13 with 95.879340% confidence (before attack)

Model Confidence in true class 13:     95.349532%
Model prediction was class     13 with 95.349532% confidence

Model Confidence in true class 13:     95.349532%
Model prediction was class     13 with 95.349532% confidence

Model Confidence in true class 13:     95.220566%
Model prediction was class     13 with 95.220566% confidence

Model Confidence in true class 13:     95.220566%
Model prediction was class     13 with 95.220566% confidence

Model Confidence in true class 13:     95.220566%
Model prediction was class     13 with 95.220566% confidence

